購入日,顧客ID,従業員数,商品カテゴリ,ID,単価,注文数,購入額
2020/4/23,CS008910,400,コーヒー,PD07524,200,36,7200
2020/4/23,CS003925,40,ミネラルウォーター類,PD01075,150,38,5700
2020/4/23,CS004000,79,ウーロン系飲料,PD09194,150,85,12750
2020/4/23,CS008625,7,ブレンド茶飲料,PD01234,150,31,4650
2020/4/23,CS008477,388,果実ジュース（果汁100%）,PD09024,150,410,61500
2020/4/23,CS007131,71,コーヒー,PD08168,120,66,7920
2020/4/23,CS009123,397,果実ジュース（果汁100%）,PD06011,150,408,61200
2020/4/23,CS006627,58,コーラ炭酸飲料,PD02595,200,26,5200
2020/4/23,CS007776,131,スポーツ飲料等,PD09891,150,137,20550
2020/4/23,CS004000,79,コーラ炭酸飲料,PD07619,150,32,4800
2020/4/23,CS001690,14,栄養ドリンク炭酸飲料,PD03256,120,9,1080
2020/4/24,CS003184,259,ミネラルウォーター類,PD06598,120,258,30960
2020/4/24,CS000730,70,ミネラルウォーター類,PD05526,200,28,5600
2020/4/24,CS000409,24,豆乳類等,PD09397,150,37,5550
2020/4/24,CS004234,126,コーヒー,PD08305,200,38,7600
2020/4/24,CS004234,126,豆乳類等,PD00370,150,35,5250
2020/4/24,CS000535,193,果汁入り飲料（ネクター類）,PD09621,150,200,30000
2020/4/24,CS000896,79,果汁入り炭酸飲料（5%以上10%未満）,PD07700,150,34,5100
2020/4/24,CS003260,40,コーラ炭酸飲料,PD00483,150,43,6450
2020/4/24,CS000921,24,ウーロン系飲料,PD04069,150,40,6000
2020/4/24,CS006237,141,ミネラルウォーター類,PD09665,200,141,28200
2020/4/25,CS008625,7,むぎ茶飲料,PD01458,200,56,11200
2020/4/25,CS006190,33,果実フレーバー／着色炭酸飲料,PD07311,100,46,4600
2020/4/25,CS003971,10,コーヒー,PD09460,100,41,4100
2020/4/25,CS007383,93,コーヒー,PD02162,200,36,7200
2020/4/25,CS000821,25,コーヒー,PD05595,120,33,3960
2020/4/25,CS000409,24,ミネラルウォーター類,PD07265,200,31,6200
2020/4/25,CS008646,7,豆乳類等,PD01843,150,44,6600
2020/4/25,CS006724,51,ミネラルウォーター類,PD00651,150,49,7350
2020/4/25,CS009123,397,ミネラルウォーター類,PD07154,100,399,39900
2020/4/25,CS000965,6,コーヒー,PD07035,200,18,3600
2020/4/25,CS005761,122,ミネラルウォーター類,PD09605,200,48,9600
2020/4/25,CS008799,106,ミネラルウォーター類,PD06836,200,32,6400
2020/4/25,CS000921,24,ブレンド茶飲料,PD06822,150,31,4650
2020/4/25,CS006662,13,果汁入り炭酸飲料（5%以上10%未満）,PD00325,150,54,8100
2020/4/25,CS000183,122,ミネラルウォーター類,PD05056,150,21,3150
2020/4/25,CS006358,66,コーラ炭酸飲料,PD02595,200,77,15400
2020/4/25,CS004630,105,スポーツ飲料等,PD06782,200,23,4600
2020/4/26,CS009123,397,コーラ炭酸飲料,PD07189,150,411,61650
2020/4/26,CS000734,57,むぎ茶飲料,PD01073,200,45,9000
2020/4/26,CS005995,22,スポーツ飲料等,PD04700,150,40,6000
2020/4/26,CS005114,86,むぎ茶飲料,PD05908,200,33,6600
2020/4/26,CS000183,122,スポーツ飲料等,PD05274,200,34,6800
2020/4/26,CS004234,126,コーラ炭酸飲料,PD05365,200,107,21400
2020/4/26,CS004971,45,ミネラルウォーター類,PD02624,150,42,6300
2020/4/26,CS008910,400,栄養ドリンク炭酸飲料,PD07494,120,56,6720
2020/4/26,CS005679,124,ミネラルウォーター類,PD01017,150,130,19500
2020/4/26,CS006662,13,ミネラルウォーター類,PD05539,150,37,5550
2020/4/26,CS007379,231,ミネラルウォーター類,PD02445,100,230,23000
2020/4/26,CS003737,22,コーヒー,PD00023,150,10,1500
2020/4/26,CS001690,14,栄養ドリンク炭酸飲料,PD03256,120,28,3360
2020/4/26,CS004971,45,スポーツ飲料等,PD03657,150,47,7050
2020/4/26,CS008239,159,コーヒー,PD04821,120,44,5280
2020/4/26,CS007462,57,スポーツ飲料等,PD09338,200,48,9600
2020/4/26,CS005995,22,ミネラルウォーター類,PD09605,200,25,5000
2020/4/27,CS004971,45,ミネラルウォーター類,PD08508,150,49,7350
2020/4/27,CS001036,26,スポーツ飲料等,PD05613,150,22,3300
2020/4/27,CS007130,87,コーヒー,PD05734,150,74,11100
2020/4/27,CS004658,32,ミネラルウォーター類,PD00226,120,34,4080
2020/4/27,CS000921,24,栄養ドリンク炭酸飲料,PD07494,120,30,3600
2020/4/27,CS004897,186,コーヒー,PD08797,150,169,25350
2020/4/27,CS008858,100,コーラ炭酸飲料,PD04464,100,32,3200
2020/4/27,CS004448,11,ミネラルウォーター類,PD00142,150,36,5400
2020/4/27,CS005995,22,ミネラルウォーター類,PD02574,200,34,6800
2020/4/27,CS007383,93,栄養ドリンク炭酸飲料,PD00807,100,86,8600
2020/4/27,CS007982,204,ミネラルウォーター類,PD05843,150,188,28200
2020/4/27,CS007198,80,スポーツ飲料等,PD01574,150,46,6900
2020/4/27,CS001611,68,コーヒー,PD04081,150,63,9450
2020/4/27,CS000821,25,果実フレーバー／着色炭酸飲料,PD04928,150,40,6000
2020/4/27,CS000409,24,ミネラルウォーター類,PD09998,200,28,5600
2020/4/27,CS008910,400,果実フレーバー／着色炭酸飲料,PD03348,200,38,7600
2020/4/27,CS005679,124,栄養ドリンク炭酸飲料,PD05346,150,34,5100
2020/4/27,CS009137,80,ブレンド茶飲料,PD03003,100,35,3500
2020/4/27,CS008910,400,果実ジュース（果汁100%）,PD04788,150,396,59400
2020/4/27,CS008646,7,ミネラルウォーター類,PD02239,100,51,5100
2020/4/27,CS006726,80,ミネラルウォーター類,PD04251,150,76,11400
2020/4/27,CS005564,126,ミネラルウォーター類,PD05228,150,150,22500
2020/4/27,CS006237,141,豆乳類等,PD08805,150,134,20100
2020/4/27,CS007979,454,コーラ炭酸飲料,PD03447,150,452,67800
2020/4/28,CS006237,141,ミネラルウォーター類,PD08993,150,142,21300
2020/4/28,CS004234,126,コーヒー,PD01878,150,144,21600
2020/4/28,CS006190,33,コーラ炭酸飲料,PD00137,200,37,7400
2020/4/28,CS000778,18,コーヒー,PD07875,150,47,7050
2020/4/28,CS009706,16,コーラ炭酸飲料,PD07214,150,43,6450
2020/4/28,CS006358,66,ミネラルウォーター類,PD01159,150,31,4650
2020/4/28,CS009706,16,ミネラルウォーター類,PD01672,150,13,1950
2020/4/28,CS001621,58,ミネラルウォーター類,PD05035,150,28,4200
2020/4/28,CS007982,204,ミネラルウォーター類,PD02614,200,205,41000
2020/4/28,CS007982,204,ミネラルウォーター類,PD03137,150,33,4950
2020/4/28,CS004124,75,果実ジュース（果汁100%）,PD02043,200,48,9600
2020/4/28,CS008430,22,果汁入り炭酸飲料（5%以上10%未満）,PD00325,150,19,2850
2020/4/28,CS008101,23,スポーツ飲料等,PD05166,150,27,4050
2020/4/28,CS007974,224,むぎ茶飲料,PD07156,100,51,5100
2020/4/29,CS001690,14,果実ジュース（果汁100%）,PD05083,150,42,6300
2020/4/29,CS003184,259,むぎ茶飲料,PD06475,200,41,8200
2020/4/29,CS001621,58,ミネラルウォーター類,PD06265,150,45,6750
2020/4/29,CS007462,57,ミネラルウォーター類,PD04017,150,51,7650
2020/4/29,CS004124,75,ウーロン系飲料,PD03052,120,83,9960
2020/4/29,CS005114,86,スポーツ飲料等,PD05664,150,90,13500
2020/4/29,CS000662,67,ミネラルウォーター類,PD05370,150,35,5250
2020/4/29,CS008477,388,ミネラルウォーター類,PD05705,200,35,7000
2020/4/29,CS007412,148,栄養ドリンク炭酸飲料,PD01167,150,148,22200
2020/4/29,CS000778,18,スポーツ飲料等,PD09632,120,21,2520
2020/4/29,CS000730,70,ウーロン系飲料,PD09251,200,40,8000
2020/4/29,CS008365,16,コーラ炭酸飲料,PD01569,200,14,2800
2020/4/29,CS000386,30,ミネラルウォーター類,PD07744,100,26,2600
2020/4/29,CS005254,106,ブレンド茶飲料,PD06822,150,95,14250
2020/4/29,CS004465,54,コーヒー入り乳飲料,PD06938,200,49,9800
2020/4/29,CS004465,54,スポーツ飲料等,PD08696,100,50,5000
2020/4/29,CS006334,98,ミネラルウォーター類,PD00508,200,36,7200
2020/4/29,CS005679,124,ミネラルウォーター類,PD07505,100,43,4300
2020/4/29,CS005995,22,ミネラルウォーター類,PD02239,100,31,3100
2020/4/29,CS007379,231,コーヒー,PD05671,150,46,6900
2020/4/29,CS000896,79,栄養ドリンク炭酸飲料,PD09228,150,88,13200
2020/4/29,CS004234,126,コーヒー,PD01922,150,51,7650
2020/4/29,CS004124,75,ミネラルウォーター類,PD06112,150,41,6150
2020/4/29,CS000030,80,ブレンド茶飲料,PD05623,150,85,12750
2020/4/29,CS001621,58,ミネラルウォーター類,PD07265,200,36,7200
2020/4/29,CS004392,103,コーラ炭酸飲料,PD09635,150,42,6300
2020/4/29,CS006724,51,ミネラルウォーター類,PD08800,200,18,3600
2020/4/29,CS003260,40,ミネラルウォーター類,PD04547,150,45,6750
2020/4/29,CS001611,68,豆乳類等,PD09180,150,41,6150
2020/4/30,CS008999,43,果汁入り炭酸飲料（5%以上10%未満）,PD03216,100,29,2900
2020/4/30,CS004234,126,豆乳類等,PD09208,120,28,3360
2020/4/30,CS000386,30,むぎ茶飲料,PD03848,150,38,5700
2020/4/30,CS007040,242,ミネラルウォーター類,PD00651,150,250,37500
2020/4/30,CS007776,131,ミネラルウォーター類,PD06647,200,125,25000
2020/4/30,CS000821,25,果実ジュース（果汁100%）,PD02599,200,42,8400
2020/4/30,CS000535,193,ミネラルウォーター類,PD09941,200,187,37400
2020/4/30,CS007982,204,果汁入り飲料（ネクター類）,PD09060,200,43,8600
2020/4/30,CS004630,105,スポーツ飲料等,PD00176,150,35,5250
2020/4/30,CS000921,24,栄養ドリンク炭酸飲料,PD09228,150,48,7200
2020/4/30,CS006334,98,ウーロン系飲料,PD09251,200,22,4400
2020/4/30,CS008101,23,スポーツ飲料等,PD07017,120,65,7800
2020/4/30,CS000409,24,コーラ炭酸飲料,PD09996,200,20,4000
2020/4/30,CS001690,14,果実フレーバー／着色炭酸飲料,PD00629,100,41,4100
2020/4/30,CS000734,57,豆乳類等,PD06853,150,39,5850
2020/4/30,CS000030,80,ミネラルウォーター類,PD06002,150,70,10500
2020/5/1,CS003958,53,ミネラルウォーター類,PD00856,150,64,9600
2020/5/1,CS004465,54,ミネラルウォーター類,PD00226,120,57,6840
2020/5/1,CS008477,388,むぎ茶飲料,PD05908,200,25,5000
2020/5/1,CS004361,71,ブレンド茶飲料,PD07122,150,45,6750
2020/5/1,CS009473,38,コーヒー,PD04785,150,46,6900
2020/5/1,CS005564,126,コーヒー,PD03433,200,109,21800
2020/5/1,CS008646,7,ブレンド茶飲料,PD03003,100,20,2000
2020/5/1,CS008625,7,コーヒー,PD03907,200,10,2000
2020/5/1,CS003012,66,コーラ炭酸飲料,PD03912,200,44,8800
2020/5/1,CS004448,11,ミネラルウォーター類,PD05419,100,15,1500
2020/5/1,CS009123,397,むぎ茶飲料,PD09584,150,42,6300
2020/5/1,CS007150,8,コーヒー,PD09964,150,16,2400
2020/5/1,CS008540,152,ミネラルウォーター類,PD07389,150,159,23850
2020/5/1,CS007150,8,ミネラルウォーター類,PD04544,200,46,9200
2020/5/1,CS003113,30,栄養ドリンク炭酸飲料,PD07494,120,48,5760
2020/5/1,CS008239,159,コーラ炭酸飲料,PD05378,150,159,23850
2020/5/1,CS000734,57,ミネラルウォーター類,PD01962,150,46,6900
2020/5/1,CS006726,80,ミネラルウォーター類,PD05638,150,78,11700
2020/5/1,CS004234,126,ミネラルウォーター類,PD03471,200,26,5200
2020/5/1,CS008076,18,スポーツ飲料等,PD00281,120,25,3000
2020/5/2,CS007982,204,果実フレーバー／着色炭酸飲料,PD08083,150,193,28950
2020/5/2,CS005564,126,ミネラルウォーター類,PD09384,150,31,4650
2020/5/2,CS004465,54,コーラ炭酸飲料,PD07197,200,44,8800
2020/5/2,CS005564,126,スポーツ飲料等,PD05024,150,120,18000
2020/5/2,CS006358,66,ミネラルウォーター類,PD04544,200,28,5600
2020/5/2,CS003377,7,ブレンド茶飲料,PD07835,100,17,1700
2020/5/2,CS004971,45,コーラ炭酸飲料,PD05687,150,35,5250
2020/5/2,CS008799,106,ミネラルウォーター類,PD06376,200,30,6000
2020/5/2,CS008540,152,コーヒー,PD04975,100,34,3400
2020/5/2,CS005114,86,ミネラルウォーター類,PD06112,150,71,10650
2020/5/2,CS004392,103,ミネラルウォーター類,PD02973,200,62,12400
2020/5/2,CS000183,122,果実ジュース（果汁100%）,PD04514,100,113,11300
2020/5/2,CS007131,71,果実ジュース（果汁100%）,PD05988,150,66,9900
2020/5/2,CS007462,57,むぎ茶飲料,PD04641,120,31,3720
2020/5/2,CS007379,231,果実フレーバー／着色炭酸飲料,PD07311,100,247,24700
2020/5/2,CS005114,86,スポーツ飲料等,PD02316,120,84,10080
2020/5/2,CS009706,16,むぎ茶飲料,PD03716,150,20,3000
2020/5/2,CS007412,148,コーラ炭酸飲料,PD05842,150,144,21600
2020/5/2,CS005564,126,果実フレーバー／着色炭酸飲料,PD03877,150,37,5550
2020/5/2,CS006726,80,果実フレーバー／着色炭酸飲料,PD03877,150,85,12750
2020/5/2,CS008799,106,ミネラルウォーター類,PD06190,100,118,11800
2020/5/2,CS001690,14,ミネラルウォーター類,PD06182,150,9,1350
2020/5/2,CS008858,100,スポーツ飲料等,PD01574,150,87,13050
2020/5/3,CS005968,82,ミネラルウォーター類,PD03575,100,81,8100
2020/5/3,CS007040,242,ミネラルウォーター類,PD08400,150,252,37800
2020/5/3,CS005472,152,ミネラルウォーター類,PD01146,150,48,7200
2020/5/3,CS003113,30,ミネラルウォーター類,PD06664,150,25,3750
2020/5/3,CS003377,7,ミネラルウォーター類,PD00472,120,46,5520
2020/5/3,CS005472,152,コーヒー,PD04821,120,47,5640
2020/5/3,CS005188,21,スポーツ飲料等,PD02652,100,36,3600
2020/5/3,CS005114,86,ミネラルウォーター類,PD09775,200,103,20600
2020/5/3,CS003184,259,ミネラルウォーター類,PD03943,150,35,5250
2020/5/3,CS008858,100,むぎ茶飲料,PD08328,150,105,15750
2020/5/3,CS009137,80,コーヒー,PD02868,200,24,4800
2020/5/3,CS003277,7,むぎ茶飲料,PD02227,200,11,2200
2020/5/3,CS005188,21,ミネラルウォーター類,PD02831,200,19,3800
2020/5/3,CS007776,131,ミネラルウォーター類,PD01806,150,20,3000
2020/5/3,CS005472,152,コーヒー,PD08755,150,36,5400
2020/5/3,CS003958,53,ミネラルウォーター類,PD01159,150,39,5850
2020/5/3,CS000965,6,ミネラルウォーター類,PD03575,100,45,4500
2020/5/3,CS004465,54,ブレンド茶飲料,PD06653,120,30,3600
2020/5/4,CS000557,64,果実フレーバー／着色炭酸飲料,PD07299,200,36,7200
2020/5/4,CS004658,32,スポーツ飲料等,PD03167,200,25,5000
2020/5/4,CS004630,105,コーラ炭酸飲料,PD02595,200,55,11000
2020/5/4,CS003012,66,コーヒー,PD08359,150,36,5400
2020/5/4,CS004448,11,コーラ炭酸飲料,PD03233,200,54,10800
2020/5/4,CS004361,71,ウーロン系飲料,PD06052,150,68,10200
2020/5/4,CS003277,7,ウーロン系飲料,PD02728,200,7,1400
2020/5/4,CS007379,231,栄養ドリンク炭酸飲料,PD04693,150,235,35250
2020/5/4,CS005432,320,ミネラルウォーター類,PD06303,150,43,6450
2020/5/4,CS008306,113,コーラ炭酸飲料,PD07690,120,143,17160
2020/5/4,CS005114,86,スポーツ飲料等,PD05955,200,110,22000
2020/5/4,CS001621,58,ミネラルウォーター類,PD02685,120,63,7560
2020/5/4,CS008858,100,スポーツ飲料等,PD05664,150,32,4800
2020/5/4,CS003184,259,コーヒー,PD01878,150,244,36600
2020/5/4,CS001036,26,コーヒー,PD04975,100,29,2900
2020/5/4,CS000396,23,ミネラルウォーター類,PD08712,150,28,4200
2020/5/5,CS009137,80,スポーツ飲料等,PD05664,150,49,7350
2020/5/5,CS004448,11,果汁入り炭酸飲料（5%以上10%未満）,PD07350,100,6,600
2020/5/5,CS003113,30,ブレンド茶飲料,PD06266,100,19,1900
2020/5/5,CS005761,122,コーラ炭酸飲料,PD01736,200,124,24800
2020/5/5,CS003958,53,ミネラルウォーター類,PD07834,150,71,10650
2020/5/5,CS007379,231,果汁入り炭酸飲料（5%以上10%未満）,PD00325,150,51,7650
2020/5/5,CS007131,71,コーラ炭酸飲料,PD07189,150,27,4050
2020/5/5,CS008540,152,ウーロン系飲料,PD05148,100,160,16000
2020/5/5,CS005254,106,コーラ炭酸飲料,PD09485,150,116,17400
2020/5/5,CS005564,126,果汁入り炭酸飲料（5%以上10%未満）,PD07739,200,118,23600
2020/5/5,CS008540,152,ミネラルウォーター類,PD07730,150,47,7050
2020/5/5,CS007979,454,コーラ炭酸飲料,PD06382,100,42,4200
2020/5/6,CS004658,32,コーヒー,PD02881,200,37,7400
2020/5/6,CS008540,152,コーラ炭酸飲料,PD00137,200,157,31400
2020/5/6,CS005114,86,豆乳類等,PD05511,150,21,3150
2020/5/6,CS000734,57,ミネラルウォーター類,PD01860,150,51,7650
2020/5/6,CS007412,148,むぎ茶飲料,PD08535,150,43,6450
2020/5/6,CS000769,94,ミネラルウォーター類,PD05191,150,115,17250
2020/5/6,CS000821,25,スポーツ飲料等,PD00281,120,16,1920
2020/5/6,CS007040,242,果汁入り炭酸飲料（5%以上10%未満）,PD02589,150,240,36000
2020/5/6,CS007379,231,コーヒー,PD07076,150,241,36150
2020/5/6,CS006627,58,コーヒー,PD01839,150,36,5400
2020/5/6,CS007279,282,ミネラルウォーター類,PD06367,150,39,5850
2020/5/6,CS000030,80,果汁入り飲料（50%以上100%未満）,PD03033,150,76,11400
2020/5/6,CS001690,14,ミネラルウォーター類,PD00044,150,25,3750
2020/5/6,CS008625,7,むぎ茶飲料,PD07917,150,31,4650
2020/5/6,CS000769,94,コーラ炭酸飲料,PD06352,200,98,19600
2020/5/7,CS006094,122,果実ジュース（果汁100%）,PD01926,150,36,5400
2020/5/7,CS005896,24,ミネラルウォーター類,PD00752,200,31,6200
2020/5/7,CS008646,7,ブレンド茶飲料,PD00516,120,35,4200
2020/5/7,CS005679,124,果汁入り炭酸飲料（5%以上10%未満）,PD05134,150,126,18900
2020/5/7,CS000778,18,果実ジュース（果汁100%）,PD05267,150,13,1950
2020/5/7,CS009706,16,ミネラルウォーター類,PD05705,200,39,7800
2020/5/7,CS006094,122,ミネラルウォーター類,PD02825,150,138,20700
2020/5/7,CS005564,126,栄養ドリンク炭酸飲料,PD09228,150,47,7050
2020/5/7,CS008999,43,コーヒー,PD07618,150,55,8250
2020/5/7,CS004001,458,果汁入り炭酸飲料（5%以上10%未満）,PD07739,200,25,5000
2020/5/7,CS002266,23,コーラ炭酸飲料,PD08560,200,13,2600
2020/5/7,CS007412,148,スポーツ飲料等,PD05791,120,39,4680
2020/5/7,CS006334,98,ミネラルウォーター類,PD08973,200,95,19000
2020/5/7,CS006627,58,ミネラルウォーター類,PD09775,200,68,13600
2020/5/7,CS005896,24,豆乳類等,PD05946,150,46,6900
2020/5/7,CS005114,86,むぎ茶飲料,PD06197,200,43,8600
2020/5/8,CS005188,21,果実ジュース（果汁100%）,PD08697,150,36,5400
2020/5/8,CS006724,51,コーヒー,PD02059,150,47,7050
2020/5/8,CS007379,231,スポーツ飲料等,PD02215,100,50,5000
2020/5/8,CS008430,22,コーヒー,PD08975,120,28,3360
2020/5/8,CS003277,7,むぎ茶飲料,PD07195,150,50,7500
2020/5/8,CS003184,259,スポーツ飲料等,PD05418,120,50,6000
2020/5/8,CS009706,16,コーラ炭酸飲料,PD06678,150,58,8700
2020/5/8,CS006627,58,コーヒー,PD09438,150,39,5850
2020/5/8,CS008646,7,果汁入り炭酸飲料（5%以上10%未満）,PD09792,200,10,2000
2020/5/8,CS000821,25,コーヒー,PD01501,150,58,8700
2020/5/8,CS008999,43,スポーツ飲料等,PD01493,150,46,6900
2020/5/8,CS009530,108,ミネラルウォーター類,PD09903,100,124,12400
2020/5/8,CS000662,67,ブレンド茶飲料,PD08618,150,56,8400
2020/5/8,CS004630,105,ミネラルウォーター類,PD01775,200,26,5200
2020/5/8,CS007412,148,ミネラルウォーター類,PD07848,200,131,26200
2020/5/8,CS007974,224,スポーツ飲料等,PD06886,150,247,37050
2020/5/8,CS008365,16,スポーツ飲料等,PD04107,120,22,2640
2020/5/9,CS003971,10,果汁入り炭酸飲料（5%以上10%未満）,PD01530,150,20,3000
2020/5/9,CS007600,12,スポーツ飲料等,PD07323,120,42,5040
2020/5/9,CS003184,259,ミネラルウォーター類,PD00217,200,251,50200
2020/5/9,CS000821,25,ブレンド茶飲料,PD02300,200,52,10400
2020/5/9,CS005761,122,むぎ茶飲料,PD06873,200,18,3600
2020/5/9,CS003737,22,ミネラルウォーター類,PD09452,150,31,4650
2020/5/9,CS004630,105,ミネラルウォーター類,PD02952,150,106,15900
2020/5/9,CS001036,26,コーラ炭酸飲料,PD06352,200,43,8600
2020/5/9,CS008625,7,ミネラルウォーター類,PD02567,150,8,1200
2020/5/9,CS005564,126,スポーツ飲料等,PD03718,120,128,15360
2020/5/9,CS006237,141,果実ジュース（果汁100%）,PD00278,200,46,9200
2020/5/9,CS005679,124,コーラ炭酸飲料,PD09011,100,15,1500
2020/5/9,CS003971,10,果汁入り炭酸飲料（5%以上10%未満）,PD00743,150,17,2550
2020/5/9,CS007198,80,むぎ茶飲料,PD04402,150,83,12450
2020/5/9,CS007462,57,むぎ茶飲料,PD04454,100,47,4700
2020/5/9,CS008306,113,コーラ炭酸飲料,PD01736,200,114,22800
2020/5/9,CS004000,79,ミネラルウォーター類,PD03844,200,46,9200
2020/5/10,CS004361,71,果実フレーバー／着色炭酸飲料,PD03996,150,25,3750
2020/5/10,CS005761,122,ミネラルウォーター類,PD06182,150,133,19950
2020/5/10,CS006724,51,ミネラルウォーター類,PD03422,100,37,3700
2020/5/10,CS000557,64,栄養ドリンク炭酸飲料,PD03256,120,48,5760
2020/5/10,CS001690,14,果実ジュース（果汁100%）,PD06418,150,34,5100
2020/5/10,CS009706,16,ミネラルウォーター類,PD08580,150,3,450
2020/5/10,CS001621,58,ミネラルウォーター類,PD04833,150,68,10200
2020/5/10,CS008646,7,コーラ炭酸飲料,PD02287,100,11,1100
2020/5/10,CS008858,100,果実フレーバー／着色炭酸飲料,PD07333,150,27,4050
2020/5/10,CS006662,13,スポーツ飲料等,PD02189,150,33,4950
2020/5/10,CS003925,40,スポーツ飲料等,PD05274,200,48,9600
2020/5/10,CS000921,24,コーヒー,PD04548,150,36,5400
2020/5/10,CS008999,43,コーヒー,PD01396,150,32,4800
2020/5/10,CS007974,224,果汁入り炭酸飲料（5%以上10%未満）,PD07630,150,42,6300
2020/5/10,CS005432,320,コーヒー,PD07244,200,32,6400
2020/5/10,CS005188,21,コーヒー,PD07695,150,37,5550
2020/5/10,CS003277,7,ミネラルウォーター類,PD05779,150,37,5550
2020/5/10,CS005254,106,ミネラルウォーター類,PD02574,200,105,21000
2020/5/10,CS008101,23,ブレンド茶飲料,PD05660,150,29,4350
2020/5/10,CS007425,55,スポーツ飲料等,PD09619,120,48,5760
2020/5/11,CS007150,8,ウーロン系飲料,PD06195,200,11,2200
2020/5/11,CS005432,320,ミネラルウォーター類,PD06090,150,36,5400
2020/5/11,CS005432,320,ブレンド茶飲料,PD08651,150,44,6600
2020/5/11,CS008365,16,コーヒー,PD02071,200,11,2200
2020/5/11,CS005472,152,コーヒー,PD07618,150,147,22050
2020/5/11,CS005968,82,コーヒー,PD06998,150,46,6900
2020/5/11,CS000965,6,果実ジュース（果汁100%）,PD04788,150,37,5550
2020/5/11,CS003377,7,コーヒー入り乳飲料,PD00880,200,1,200
2020/5/11,CS008910,400,コーラ炭酸飲料,PD06810,100,41,4100
2020/5/11,CS004392,103,ミネラルウォーター類,PD00402,120,54,6480
2020/5/11,CS007131,71,スポーツ飲料等,PD09891,150,38,5700
2020/5/11,CS000183,122,果実フレーバー／着色炭酸飲料,PD09837,150,130,19500
2020/5/11,CS007979,454,コーラ炭酸飲料,PD01569,200,455,91000
2020/5/11,CS000662,67,コーヒー,PD08522,150,66,9900
2020/5/11,CS002266,23,コーラ炭酸飲料,PD06924,100,30,3000
2020/5/11,CS009706,16,スポーツ飲料等,PD01374,200,6,1200
2020/5/11,CS005679,124,豆乳類等,PD00558,200,41,8200
2020/5/11,CS003277,7,ミネラルウォーター類,PD05539,150,44,6600
2020/5/11,CS003377,7,コーヒー,PD00767,150,3,450
2020/5/11,CS002266,23,ミネラルウォーター類,PD03137,150,16,2400
2020/5/11,CS003377,7,果実ジュース（果汁100%）,PD00278,200,9,1800
2020/5/11,CS008239,159,コーラ炭酸飲料,PD04874,100,32,3200
2020/5/12,CS000730,70,スポーツ飲料等,PD00702,200,42,8400
2020/5/12,CS000183,122,コーヒー,PD02557,150,36,5400
2020/5/12,CS007974,224,ミネラルウォーター類,PD03844,200,42,8400
2020/5/12,CS000821,25,コーラ炭酸飲料,PD07770,120,44,5280
2020/5/12,CS009123,397,ミネラルウォーター類,PD06112,150,26,3900
2020/5/12,CS006662,13,ミネラルウォーター類,PD06096,150,15,2250
2020/5/12,CS001036,26,果実ジュース（果汁100%）,PD05267,150,31,4650
2020/5/12,CS003012,66,ミネラルウォーター類,PD09998,200,79,15800
2020/5/12,CS008999,43,栄養ドリンク炭酸飲料,PD06932,150,52,7800
2020/5/12,CS007776,131,果汁入り炭酸飲料（5%以上10%未満）,PD06520,150,45,6750
2020/5/12,CS000396,23,果実ジュース（果汁100%）,PD00278,200,18,3600
2020/5/12,CS006094,122,コーヒー,PD04242,150,114,17100
2020/5/12,CS000030,80,ミネラルウォーター類,PD08795,150,26,3900
2020/5/12,CS003277,7,豆乳類等,PD06115,200,4,800
2020/5/12,CS000921,24,ミネラルウォーター類,PD08918,150,30,4500
2020/5/12,CS000409,24,コーヒー,PD03543,150,33,4950
2020/5/13,CS005254,106,コーラ炭酸飲料,PD05464,200,26,5200
2020/5/13,CS000030,80,コーヒー,PD07954,150,82,12300
2020/5/13,CS007982,204,ブレンド茶飲料,PD08258,100,212,21200
2020/5/13,CS008239,159,ミネラルウォーター類,PD08770,120,56,6720
2020/5/13,CS004000,79,ミネラルウォーター類,PD00142,150,52,7800
2020/5/13,CS008910,400,栄養ドリンク炭酸飲料,PD03569,150,390,58500
2020/5/13,CS006358,66,果実ジュース（果汁100%）,PD04312,150,68,10200
2020/5/13,CS007150,8,栄養ドリンク炭酸飲料,PD04458,200,48,9600
2020/5/13,CS008076,18,コーラ炭酸飲料,PD05687,150,49,7350
2020/5/13,CS003184,259,ウーロン系飲料,PD06783,150,258,38700
2020/5/13,CS008910,400,果実フレーバー／着色炭酸飲料,PD04928,150,48,7200
2020/5/13,CS008799,106,コーヒー,PD02098,150,52,7800
2020/5/13,CS008306,113,ブレンド茶飲料,PD09054,150,37,5550
2020/5/13,CS004234,126,果実ジュース（果汁100%）,PD05070,200,29,5800
2020/5/13,CS008365,16,スポーツ飲料等,PD02652,100,59,5900
2020/5/13,CS008910,400,ミネラルウォーター類,PD02614,200,41,8200
2020/5/14,CS003260,40,果実フレーバー／着色炭酸飲料,PD03996,150,53,7950
2020/5/14,CS008239,159,コーヒー,PD01838,200,166,33200
2020/5/14,CS006726,80,豆乳類等,PD07123,200,66,13200
2020/5/14,CS006190,33,むぎ茶飲料,PD05908,200,18,3600
2020/5/14,CS005896,24,果実ジュース（果汁100%）,PD05070,200,33,6600
2020/5/14,CS004630,105,ミネラルウォーター類,PD03422,100,107,10700
2020/5/14,CS007198,80,果汁入り飲料（ネクター類）,PD09060,200,44,8800
2020/5/14,CS004448,11,スポーツ飲料等,PD06782,200,49,9800
